Year,Principal_trading_partners,Value,Series
2017,Brazil,3924.0,"Goods, Payments"
2017,Brazil,334.0,"Services, Payments"
2017,China,45401.0,"G_S, Payments"
2017,China,42732.0,"Goods, Payments"
2017,China,2669.0,"Services, Payments"
2017,European Union excluding the United Kingdom,67354.0,"G_S, Payments"
2017,European Union excluding the United Kingdom,48769.0,"Goods, Payments"
2017,European Union excluding the United Kingdom,18585.0,"Services, Payments"
2017,France,8277.0,"G_S, Payments"
2017,France,4590.0,"Goods, Payments"
2017,France,3687.0,"Services, Payments"
2017,Germany,18383.0,"G_S, Payments"
2017,Germany,15268.0,"Goods, Payments"
2017,Germany,3115.0,"Services, Payments"
2017,Hong Kong,8829.0,"G_S, Payments"
2017,Hong Kong,4120.0,"Goods, Payments"
2017,Hong Kong,4709.0,"Services, Payments"
2017,India,4639.0,"G_S, Payments"
2017,India,3039.0,"Goods, Payments"
2017,India,1600.0,"Services, Payments"
2017,Indonesia,1309.0,"G_S, Payments"
2017,Indonesia,1145.0,"Goods, Payments"
2017,Indonesia,164.0,"Services, Payments"
2017,Italy,7446.0,"G_S, Payments"
2017,Italy,6094.0,"Goods, Payments"
2017,Italy,1352.0,"Services, Payments"
2017,Japan,15910.0,"G_S, Payments"
2017,Japan,13566.0,"Goods, Payments"
2017,Japan,2344.0,"Services, Payments"
2017,Mexico,24634.0,"G_S, Payments"
2017,Mexico,21236.0,"Goods, Payments"
2017,Mexico,3398.0,"Services, Payments"
2017,Netherlands,7435.0,"G_S, Payments"
2017,Netherlands,5511.0,"Goods, Payments"
2017,Netherlands,1924.0,"Services, Payments"
2017,Norway,2536.0,"G_S, Payments"
2017,Norway,1948.0,"Goods, Payments"
2017,Norway,588.0,"Services, Payments"
2017,Other European Union countries not elsewhere classified,17943.0,"G_S, Payments"
2017,Other European Union countries not elsewhere classified,10919.0,"Goods, Payments"
2017,Other European Union countries not elsewhere classified,7024.0,"Services, Payments"
2017,Other countries not elsewhere classified,43946.0,"G_S, Payments"
2017,Other countries not elsewhere classified,28262.0,"Goods, Payments"
2017,Other countries not elsewhere classified,15684.0,"Services, Payments"
2017,Russian Federation,1379.0,"G_S, Payments"
2017,Russian Federation,609.0,"Goods, Payments"
2017,Russian Federation,770.0,"Services, Payments"
2017,Saudi Arabia,3132.0,"G_S, Payments"
2017,Saudi Arabia,2679.0,"Goods, Payments"
2017,Saudi Arabia,453.0,"Services, Payments"
2017,Singapore,3162.0,"G_S, Payments"
2017,Singapore,1093.0,"Goods, Payments"
2017,Singapore,2069.0,"Services, Payments"
2017,South Korea,7802.0,"G_S, Payments"
2017,South Korea,7270.0,"Goods, Payments"
2017,South Korea,532.0,"Services, Payments"
2017,Spain,3025.0,"G_S, Payments"
2017,Spain,2316.0,"Goods, Payments"
2017,Spain,709.0,"Services, Payments"
2017,Switzerland,7661.0,"G_S, Payments"
2017,Switzerland,5884.0,"Goods, Payments"
2017,Switzerland,1777.0,"Services, Payments"
2017,Taiwan,4035.0,"G_S, Payments"
2017,Taiwan,3318.0,"Goods, Payments"
2017,Taiwan,717.0,"Services, Payments"
2017,Total of all countries,720254.0,"G_S, Payments"
2017,Total of all countries,575025.0,"Goods, Payments"
2017,Total of all countries,145229.0,"Services, Payments"
2017,Turkey,1579.0,"G_S, Payments"
2017,Turkey,1363.0,"Goods, Payments"
2017,Turkey,216.0,"Services, Payments"
2017,United Kingdom,16324.0,"G_S, Payments"
2017,United Kingdom,8089.0,"Goods, Payments"
2017,United Kingdom,8235.0,"Services, Payments"
2017,United States,450978.0,"G_S, Payments"
2017,United States,371727.0,"Goods, Payments"
2017,United States,79251.0,"Services, Payments"
2018,Australia,3016.0,"G_S, Payments"
2018,Australia,1704.0,"Goods, Payments"
2018,Australia,1312.0,"Services, Payments"
2018,Belgium,6272.0,"G_S, Payments"
2018,Belgium,5387.0,"Goods, Payments"
2018,Belgium,885.0,"Services, Payments"
2018,Brazil,5067.0,"G_S, Payments"
2018,Brazil,4698.0,"Goods, Payments"
2018,Brazil,369.0,"Services, Payments"
2018,China,49521.0,"G_S, Payments"
2018,China,46357.0,"Goods, Payments"
2018,China,3164.0,"Services, Payments"
2018,European Union excluding the United Kingdom,76177.0,"G_S, Payments"
2018,European Union excluding the United Kingdom,55530.0,"Goods, Payments"
2018,European Union excluding the United Kingdom,20647.0,"Services, Payments"
2018,France,8708.0,"G_S, Payments"
2018,France,5092.0,"Goods, Payments"
2018,France,3616.0,"Services, Payments"
2018,Germany,19911.0,"G_S, Payments"
2018,Germany,16682.0,"Goods, Payments"
2018,Germany,3229.0,"Services, Payments"
2018,Hong Kong,9607.0,"G_S, Payments"
2018,Hong Kong,4247.0,"Goods, Payments"
2018,Hong Kong,5360.0,"Services, Payments"
2018,India,6069.0,"G_S, Payments"
2018,India,3891.0,"Goods, Payments"
2018,India,2178.0,"Services, Payments"
2018,Indonesia,1340.0,"G_S, Payments"
2018,Indonesia,1142.0,"Goods, Payments"
2018,Indonesia,198.0,"Services, Payments"
2018,Italy,8224.0,"G_S, Payments"
2018,Italy,6707.0,"Goods, Payments"
2018,Italy,1517.0,"Services, Payments"
2018,Japan,15568.0,"G_S, Payments"
2018,Japan,12712.0,"Goods, Payments"
2018,Japan,2856.0,"Services, Payments"
2018,Mexico,24411.0,"G_S, Payments"
2018,Mexico,20857.0,"Goods, Payments"
2018,Mexico,3554.0,"Services, Payments"
2018,Netherlands,8128.0,"G_S, Payments"
2018,Netherlands,5993.0,"Goods, Payments"
2018,Netherlands,2135.0,"Services, Payments"
2018,Norway,1791.0,"G_S, Payments"
2018,Norway,1147.0,"Goods, Payments"
2018,Norway,644.0,"Services, Payments"
2018,Other European Union countries not elsewhere classified,21402.0,"G_S, Payments"
2018,Other European Union countries not elsewhere classified,13012.0,"Goods, Payments"
2018,Other European Union countries not elsewhere classified,8390.0,"Services, Payments"
2018,Other countries not elsewhere classified,44375.0,"G_S, Payments"
2018,Other countries not elsewhere classified,27695.0,"Goods, Payments"
2018,Other countries not elsewhere classified,16680.0,"Services, Payments"
2018,Russian Federation,1447.0,"G_S, Payments"
2018,Russian Federation,701.0,"Goods, Payments"
2018,Russian Federation,746.0,"Services, Payments"
2018,Saudi Arabia,4478.0,"G_S, Payments"
2018,Saudi Arabia,3809.0,"Goods, Payments"
2018,Saudi Arabia,669.0,"Services, Payments"
2018,Singapore,3627.0,"G_S, Payments"
2018,Singapore,1356.0,"Goods, Payments"
2018,Singapore,2271.0,"Services, Payments"
2018,South Korea,8834.0,"G_S, Payments"
2018,South Korea,8273.0,"Goods, Payments"
2018,South Korea,561.0,"Services, Payments"
2018,Spain,3535.0,"G_S, Payments"
2018,Spain,2657.0,"Goods, Payments"
2018,Spain,878.0,"Services, Payments"
2018,Switzerland,8987.0,"G_S, Payments"
2018,Switzerland,7276.0,"Goods, Payments"
2018,Switzerland,1711.0,"Services, Payments"
2018,Taiwan,4567.0,"G_S, Payments"
2018,Taiwan,3722.0,"Goods, Payments"
2018,Taiwan,845.0,"Services, Payments"
2018,Total of all countries,766266.0,"G_S, Payments"
2018,Total of all countries,607970.0,"Goods, Payments"
2018,Total of all countries,158296.0,"Services, Payments"
2018,Turkey,2097.0,"G_S, Payments"
2018,Turkey,1811.0,"Goods, Payments"
2018,Turkey,286.0,"Services, Payments"
2018,United Kingdom,16508.0,"G_S, Payments"
2018,United Kingdom,8223.0,"Goods, Payments"
2018,United Kingdom,8285.0,"Services, Payments"
2018,United States,477476.0,"G_S, Payments"
2018,United States,391513.0,"Goods, Payments"
2018,United States,85963.0,"Services, Payments"
2019,Australia,3428.0,"G_S, Payments"
2019,Australia,1943.0,"Goods, Payments"
2019,Australia,1485.0,"Services, Payments"
2019,Belgium,7162.0,"G_S, Payments"
2019,Belgium,6345.0,"Goods, Payments"
2019,Belgium,817.0,"Services, Payments"
2019,Brazil,5120.0,"G_S, Payments"
2019,Brazil,4765.0,"Goods, Payments"
2019,Brazil,355.0,"Services, Payments"
2019,China,50160.0,"G_S, Payments"
2019,China,46867.0,"Goods, Payments"
2019,China,3293.0,"Services, Payments"
2019,European Union excluding the United Kingdom,79789.0,"G_S, Payments"
2019,European Union excluding the United Kingdom,57994.0,"Goods, Payments"
2019,European Union excluding the United Kingdom,21795.0,"Services, Payments"
2019,France,8934.0,"G_S, Payments"
2019,France,5309.0,"Goods, Payments"
2019,France,3625.0,"Services, Payments"
2019,Germany,19603.0,"G_S, Payments"
2019,Germany,16265.0,"Goods, Payments"
2019,Germany,3338.0,"Services, Payments"
2019,Hong Kong,9645.0,"G_S, Payments"
2019,Hong Kong,4180.0,"Goods, Payments"
2019,Hong Kong,5465.0,"Services, Payments"
2019,India,6795.0,"G_S, Payments"
2019,India,4102.0,"Goods, Payments"
2019,India,2693.0,"Services, Payments"
2019,Indonesia,1405.0,"G_S, Payments"
2019,Indonesia,1177.0,"Goods, Payments"
2019,Indonesia,228.0,"Services, Payments"
2019,Italy,8809.0,"G_S, Payments"
2019,Italy,6945.0,"Goods, Payments"
2019,Italy,1864.0,"Services, Payments"
2019,Japan,15664.0,"G_S, Payments"
2019,Japan,12386.0,"Goods, Payments"
2019,Japan,3278.0,"Services, Payments"
2019,Mexico,24218.0,"G_S, Payments"
2019,Mexico,20479.0,"Goods, Payments"
2019,Mexico,3739.0,"Services, Payments"
2019,Netherlands,8774.0,"G_S, Payments"
2019,Netherlands,6592.0,"Goods, Payments"
2019,Netherlands,2182.0,"Services, Payments"
2019,Norway,2197.0,"G_S, Payments"
2019,Norway,1524.0,"Goods, Payments"
2019,Norway,673.0,"Services, Payments"
2019,Other European Union countries not elsewhere classified,22340.0,"G_S, Payments"
2019,Other European Union countries not elsewhere classified,13278.0,"Goods, Payments"
2019,Other European Union countries not elsewhere classified,9062.0,"Services, Payments"
2019,Other countries not elsewhere classified,45277.0,"G_S, Payments"
2019,Other countries not elsewhere classified,28131.0,"Goods, Payments"
2019,Other countries not elsewhere classified,17146.0,"Services, Payments"
2019,Russian Federation,1965.0,"G_S, Payments"
2019,Russian Federation,1085.0,"Goods, Payments"
2019,Russian Federation,880.0,"Services, Payments"
2019,Saudi Arabia,3700.0,"G_S, Payments"
2019,Saudi Arabia,3188.0,"Goods, Payments"
2019,Saudi Arabia,512.0,"Services, Payments"
2019,Singapore,3888.0,"G_S, Payments"
2019,Singapore,1536.0,"Goods, Payments"
2019,Singapore,2352.0,"Services, Payments"
2019,South Korea,8905.0,"G_S, Payments"
2019,South Korea,8360.0,"Goods, Payments"
2019,South Korea,545.0,"Services, Payments"
2019,Spain,4170.0,"G_S, Payments"
2019,Spain,3263.0,"Goods, Payments"
2019,Spain,907.0,"Services, Payments"
2019,Switzerland,9073.0,"G_S, Payments"
2019,Switzerland,7215.0,"Goods, Payments"
2019,Switzerland,1858.0,"Services, Payments"
2019,Taiwan,4688.0,"G_S, Payments"
2019,Taiwan,3730.0,"Goods, Payments"
2019,Taiwan,958.0,"Services, Payments"
2019,Total of all countries,781585.0,"G_S, Payments"
2019,Total of all countries,613973.0,"Goods, Payments"
2019,Total of all countries,167612.0,"Services, Payments"
2019,Turkey,1561.0,"G_S, Payments"
2019,Turkey,1326.0,"Goods, Payments"
2019,Turkey,235.0,"Services, Payments"
2019,United Kingdom,17379.0,"G_S, Payments"
2019,United Kingdom,8389.0,"Goods, Payments"
2019,United Kingdom,8990.0,"Services, Payments"
2019,United States,483357.0,"G_S, Payments"
2019,United States,392224.0,"Goods, Payments"
2019,United States,91133.0,"Services, Payments"
2020,Australia,3085.0,"G_S, Payments"
2020,Australia,1949.0,"Goods, Payments"
2020,Australia,1136.0,"Services, Payments"
2020,Belgium,6161.0,"G_S, Payments"
2020,Belgium,5389.0,"Goods, Payments"
2020,Belgium,772.0,"Services, Payments"
2020,Brazil,6103.0,"G_S, Payments"
2020,Brazil,5824.0,"Goods, Payments"
2020,Brazil,279.0,"Services, Payments"
2020,China,51898.0,"G_S, Payments"
2020,China,49546.0,"Goods, Payments"
2020,China,2352.0,"Services, Payments"
2020,European Union excluding the United Kingdom,67223.0,"G_S, Payments"
2020,European Union excluding the United Kingdom,50984.0,"Goods, Payments"
2020,European Union excluding the United Kingdom,16239.0,"Services, Payments"
2020,France,7198.0,"G_S, Payments"
2020,France,4653.0,"Goods, Payments"
2020,France,2545.0,"Services, Payments"
2020,Germany,16688.0,"G_S, Payments"
2020,Germany,14082.0,"Goods, Payments"
2020,Germany,2606.0,"Services, Payments"
2020,Hong Kong,8439.0,"G_S, Payments"
2020,Hong Kong,4150.0,"Goods, Payments"
2020,Hong Kong,4289.0,"Services, Payments"
2020,India,6253.0,"G_S, Payments"
2020,India,3862.0,"Goods, Payments"
2020,India,2391.0,"Services, Payments"
2020,Indonesia,1153.0,"G_S, Payments"
2020,Indonesia,1047.0,"Goods, Payments"
2020,Indonesia,106.0,"Services, Payments"
2020,Italy,7446.0,"G_S, Payments"
2020,Italy,6649.0,"Goods, Payments"
2020,Italy,797.0,"Services, Payments"
2020,Japan,12584.0,"G_S, Payments"
2020,Japan,10009.0,"Goods, Payments"
2020,Japan,2575.0,"Services, Payments"
2020,Mexico,19254.0,"G_S, Payments"
2020,Mexico,16954.0,"Goods, Payments"
2020,Mexico,2300.0,"Services, Payments"
2020,Netherlands,6463.0,"G_S, Payments"
2020,Netherlands,4759.0,"Goods, Payments"
2020,Netherlands,1704.0,"Services, Payments"
2020,Norway,1607.0,"G_S, Payments"
2020,Norway,1137.0,"Goods, Payments"
2020,Norway,470.0,"Services, Payments"
2020,Other European Union countries not elsewhere classified,19924.0,"G_S, Payments"
2020,Other European Union countries not elsewhere classified,12550.0,"Goods, Payments"
2020,Other European Union countries not elsewhere classified,7374.0,"Services, Payments"
2020,Other countries not elsewhere classified,40047.0,"G_S, Payments"
2020,Other countries not elsewhere classified,27907.0,"Goods, Payments"
2020,Other countries not elsewhere classified,12140.0,"Services, Payments"
2020,Russian Federation,1224.0,"G_S, Payments"
2020,Russian Federation,493.0,"Goods, Payments"
2020,Russian Federation,731.0,"Services, Payments"
2020,Saudi Arabia,1951.0,"G_S, Payments"
2020,Saudi Arabia,1483.0,"Goods, Payments"
2020,Saudi Arabia,468.0,"Services, Payments"
2020,Singapore,3223.0,"G_S, Payments"
2020,Singapore,1200.0,"Goods, Payments"
2020,Singapore,2023.0,"Services, Payments"
2020,South Korea,7926.0,"G_S, Payments"
2020,South Korea,7516.0,"Goods, Payments"
2020,South Korea,410.0,"Services, Payments"
2020,Spain,3344.0,"G_S, Payments"
2020,Spain,2903.0,"Goods, Payments"
2020,Spain,441.0,"Services, Payments"
2020,Switzerland,11981.0,"G_S, Payments"
2020,Switzerland,10270.0,"Goods, Payments"
2020,Switzerland,1711.0,"Services, Payments"
2020,Taiwan,4201.0,"G_S, Payments"
2020,Taiwan,3395.0,"Goods, Payments"
2020,Taiwan,806.0,"Services, Payments"
2020,Total of all countries,693345.0,"G_S, Payments"
2020,Total of all countries,562007.0,"Goods, Payments"
2020,Total of all countries,131338.0,"Services, Payments"
2020,Turkey,1460.0,"G_S, Payments"
2020,Turkey,1330.0,"Goods, Payments"
2020,Turkey,130.0,"Services, Payments"
2020,United Kingdom,17897.0,"G_S, Payments"
2020,United Kingdom,9405.0,"Goods, Payments"
2020,United Kingdom,8492.0,"Services, Payments"
2020,United States,422336.0,"G_S, Payments"
2020,United States,350046.0,"Goods, Payments"
2020,United States,72290.0,"Services, Payments"
2021,Australia,2218.0,"G_S, Payments"
2021,Australia,1407.0,"Goods, Payments"
2021,Australia,811.0,"Services, Payments"
2021,Belgium,5464.0,"G_S, Payments"
2021,Belgium,4821.0,"Goods, Payments"
2021,Belgium,643.0,"Services, Payments"
2021,Brazil,4764.0,"G_S, Payments"
2021,Brazil,4572.0,"Goods, Payments"
2021,Brazil,192.0,"Services, Payments"
2021,China,42471.0,"G_S, Payments"
2021,China,40741.0,"Goods, Payments"
2021,China,1730.0,"Services, Payments"
2021,European Union excluding the United Kingdom,55532.0,"G_S, Payments"
2021,European Union excluding the United Kingdom,42391.0,"Goods, Payments"
2021,European Union excluding the United Kingdom,13141.0,"Services, Payments"
2021,France,5855.0,"G_S, Payments"
2021,France,3877.0,"Goods, Payments"
2021,France,1978.0,"Services, Payments"
2021,Germany,13643.0,"G_S, Payments"
2021,Germany,11586.0,"Goods, Payments"
2021,Germany,2057.0,"Services, Payments"
2021,Hong Kong,7440.0,"G_S, Payments"
2021,Hong Kong,3607.0,"Goods, Payments"
2021,Hong Kong,3833.0,"Services, Payments"
2021,India,4989.0,"G_S, Payments"
2021,India,3299.0,"Goods, Payments"
2021,India,1690.0,"Services, Payments"
2021,Indonesia,990.0,"G_S, Payments"
2021,Indonesia,908.0,"Goods, Payments"
2021,Indonesia,82.0,"Services, Payments"
2021,Italy,6013.0,"G_S, Payments"
2021,Italy,5467.0,"Goods, Payments"
2021,Italy,546.0,"Services, Payments"
2021,Japan,10675.0,"G_S, Payments"
2021,Japan,8626.0,"Goods, Payments"
2021,Japan,2049.0,"Services, Payments"
2021,Mexico,15117.0,"G_S, Payments"
2021,Mexico,14078.0,"Goods, Payments"
2021,Mexico,1039.0,"Services, Payments"
2021,Netherlands,5861.0,"G_S, Payments"
2021,Netherlands,4536.0,"Goods, Payments"
2021,Netherlands,1325.0,"Services, Payments"
2021,Norway,1067.0,"G_S, Payments"
2021,Norway,672.0,"Goods, Payments"
2021,Norway,395.0,"Services, Payments"
2021,Other European Union countries not elsewhere classified,15925.0,"G_S, Payments"
2021,Other European Union countries not elsewhere classified,9664.0,"Goods, Payments"
2021,Other European Union countries not elsewhere classified,6261.0,"Services, Payments"
2021,Other countries not elsewhere classified,31850.0,"G_S, Payments"
2021,Other countries not elsewhere classified,24213.0,"Goods, Payments"
2021,Other countries not elsewhere classified,7637.0,"Services, Payments"
2021,Russian Federation,1163.0,"G_S, Payments"
2021,Russian Federation,511.0,"Goods, Payments"
2021,Russian Federation,652.0,"Services, Payments"
2021,Saudi Arabia,1931.0,"G_S, Payments"
2021,Saudi Arabia,1497.0,"Goods, Payments"
2021,Saudi Arabia,434.0,"Services, Payments"
2021,Singapore,3146.0,"G_S, Payments"
2021,Singapore,1357.0,"Goods, Payments"
2021,Singapore,1789.0,"Services, Payments"
2021,South Korea,6887.0,"G_S, Payments"
2021,South Korea,6583.0,"Goods, Payments"
2021,South Korea,304.0,"Services, Payments"
2021,Spain,2769.0,"G_S, Payments"
2021,Spain,2439.0,"Goods, Payments"
2021,Spain,330.0,"Services, Payments"
2021,Switzerland,6521.0,"G_S, Payments"
2021,Switzerland,5235.0,"Goods, Payments"
2021,Switzerland,1286.0,"Services, Payments"
2021,Taiwan,3638.0,"G_S, Payments"
2021,Taiwan,2966.0,"Goods, Payments"
2021,Taiwan,672.0,"Services, Payments"
2021,Total of all countries,555931.0,"G_S, Payments"
2021,Total of all countries,460672.0,"Goods, Payments"
2021,Total of all countries,95259.0,"Services, Payments"
2021,Turkey,1517.0,"G_S, Payments"
2021,Turkey,1444.0,"Goods, Payments"
2021,Turkey,73.0,"Services, Payments"
2021,United Kingdom,13702.0,"G_S, Payments"
2021,United Kingdom,7602.0,"Goods, Payments"
2021,United Kingdom,6100.0,"Services, Payments"
2021,United States,337674.0,"G_S, Payments"
2021,United States,286325.0,"Goods, Payments"
2021,United States,51349.0,"Services, Payments"
2010,Australia,3017.0,"G_S, Receipts"
2010,Australia,1845.0,"Goods, Receipts"
2010,Australia,1172.0,"Services, Receipts"
2010,Belgium,3241.0,"G_S, Receipts"
2010,Belgium,2354.0,"Goods, Receipts"
2010,Belgium,887.0,"Services, Receipts"
2010,Brazil,3190.0,"G_S, Receipts"
2010,Brazil,2724.0,"Goods, Receipts"
2010,Brazil,466.0,"Services, Receipts"
2010,China,16306.0,"G_S, Receipts"
2010,China,14148.0,"Goods, Receipts"
2010,China,2158.0,"Services, Receipts"
2010,European Union excluding the United Kingdom,30198.0,"G_S, Receipts"
2010,European Union excluding the United Kingdom,20238.0,"Goods, Receipts"
2010,European Union excluding the United Kingdom,9960.0,"Services, Receipts"
2010,France,5139.0,"G_S, Receipts"
2010,France,2724.0,"Goods, Receipts"
2010,France,2415.0,"Services, Receipts"
2010,Germany,6788.0,"G_S, Receipts"
2010,Germany,4722.0,"Goods, Receipts"
2010,Germany,2066.0,"Services, Receipts"
2010,Hong Kong,2973.0,"G_S, Receipts"
2010,Hong Kong,1985.0,"Goods, Receipts"
2010,Hong Kong,988.0,"Services, Receipts"
2010,India,2685.0,"G_S, Receipts"
2010,India,2158.0,"Goods, Receipts"
2010,India,527.0,"Services, Receipts"
2010,Indonesia,1210.0,"G_S, Receipts"
2010,Indonesia,1060.0,"Goods, Receipts"
2010,Indonesia,150.0,"Services, Receipts"
2010,Italy,2439.0,"G_S, Receipts"
2010,Italy,2029.0,"Goods, Receipts"
2010,Italy,410.0,"Services, Receipts"
2010,Japan,11036.0,"G_S, Receipts"
2010,Japan,9753.0,"Goods, Receipts"
2010,Japan,1283.0,"Services, Receipts"
2010,Mexico,7511.0,"G_S, Receipts"
2010,Mexico,6683.0,"Goods, Receipts"
2010,Mexico,828.0,"Services, Receipts"
2010,Netherlands,4553.0,"G_S, Receipts"
2010,Netherlands,3530.0,"Goods, Receipts"
2010,Netherlands,1023.0,"Services, Receipts"
2010,Norway,3037.0,"G_S, Receipts"
2010,Norway,2720.0,"Goods, Receipts"
2010,Norway,317.0,"Services, Receipts"
2010,Other European Union countries not elsewhere classified,6660.0,"G_S, Receipts"
2010,Other European Union countries not elsewhere classified,3812.0,"Goods, Receipts"
2010,Other European Union countries not elsewhere classified,2848.0,"Services, Receipts"
2010,Other countries not elsewhere classified,27266.0,"G_S, Receipts"
2010,Other countries not elsewhere classified,16591.0,"Goods, Receipts"
2010,Other countries not elsewhere classified,10675.0,"Services, Receipts"
2010,Russian Federation,1547.0,"G_S, Receipts"
2010,Russian Federation,1334.0,"Goods, Receipts"
2010,Russian Federation,213.0,"Services, Receipts"
2010,Saudi Arabia,1668.0,"G_S, Receipts"
2010,Saudi Arabia,1335.0,"Goods, Receipts"
2010,Saudi Arabia,333.0,"Services, Receipts"
2010,Singapore,1510.0,"G_S, Receipts"
2010,Singapore,922.0,"Goods, Receipts"
2010,Singapore,588.0,"Services, Receipts"
2010,South Korea,5054.0,"G_S, Receipts"
2010,South Korea,3945.0,"Goods, Receipts"
2010,South Korea,1109.0,"Services, Receipts"
2010,Spain,1381.0,"G_S, Receipts"
2010,Spain,1069.0,"Goods, Receipts"
2010,Spain,312.0,"Services, Receipts"
2010,Switzerland,2700.0,"G_S, Receipts"
2010,Switzerland,1322.0,"Goods, Receipts"
2010,Switzerland,1378.0,"Services, Receipts"
2010,Taiwan,1710.0,"G_S, Receipts"
2010,Taiwan,1404.0,"Goods, Receipts"
2010,Taiwan,306.0,"Services, Receipts"
2010,Total of all countries,485940.0,"G_S, Receipts"
2010,Total of all countries,404852.0,"Goods, Receipts"
2010,Total of all countries,81088.0,"Services, Receipts"
2010,Turkey,993.0,"G_S, Receipts"
2010,Turkey,899.0,"Goods, Receipts"
2010,Turkey,94.0,"Services, Receipts"
2010,United Kingdom,21676.0,"G_S, Receipts"
2010,United Kingdom,16971.0,"Goods, Receipts"
2010,United Kingdom,4705.0,"Services, Receipts"
2010,United States,339612.0,"G_S, Receipts"
2010,United States,295777.0,"Goods, Receipts"
2010,United States,43835.0,"Services, Receipts"
2011,Australia,3375.0,"G_S, Receipts"
2011,Australia,2010.0,"Goods, Receipts"
2011,Australia,1365.0,"Services, Receipts"
2011,Belgium,3487.0,"G_S, Receipts"
2011,Belgium,2602.0,"Goods, Receipts"
2011,Belgium,885.0,"Services, Receipts"
2011,Brazil,3667.0,"G_S, Receipts"
2011,Brazil,3191.0,"Goods, Receipts"
2011,Brazil,476.0,"Services, Receipts"
2011,China,20680.0,"G_S, Receipts"
2011,China,18133.0,"Goods, Receipts"
2011,China,2547.0,"Services, Receipts"
2011,European Union excluding the United Kingdom,33784.0,"G_S, Receipts"
2011,European Union excluding the United Kingdom,23251.0,"Goods, Receipts"
2011,European Union excluding the United Kingdom,10533.0,"Services, Receipts"
2011,France,5953.0,"G_S, Receipts"
2011,France,3387.0,"Goods, Receipts"
2011,France,2566.0,"Services, Receipts"
2011,Germany,6611.0,"G_S, Receipts"
2011,Germany,4535.0,"Goods, Receipts"
2011,Germany,2076.0,"Services, Receipts"
2011,Hong Kong,3841.0,"G_S, Receipts"
2011,Hong Kong,2916.0,"Goods, Receipts"
2011,Hong Kong,925.0,"Services, Receipts"
2011,India,3512.0,"G_S, Receipts"
2011,India,2805.0,"Goods, Receipts"
2011,India,707.0,"Services, Receipts"
2011,Indonesia,1794.0,"G_S, Receipts"
2011,Indonesia,1638.0,"Goods, Receipts"
2011,Indonesia,156.0,"Services, Receipts"
2011,Italy,2450.0,"G_S, Receipts"
2011,Italy,2013.0,"Goods, Receipts"
2011,Italy,437.0,"Services, Receipts"
2011,Japan,12665.0,"G_S, Receipts"
2011,Japan,11286.0,"Goods, Receipts"
2011,Japan,1379.0,"Services, Receipts"
2011,Mexico,8170.0,"G_S, Receipts"
2011,Mexico,7269.0,"Goods, Receipts"
2011,Mexico,901.0,"Services, Receipts"
2011,Netherlands,6246.0,"G_S, Receipts"
2011,Netherlands,5035.0,"Goods, Receipts"
2011,Netherlands,1211.0,"Services, Receipts"
2011,Norway,3339.0,"G_S, Receipts"
2011,Norway,2958.0,"Goods, Receipts"
2011,Norway,381.0,"Services, Receipts"
2011,Other European Union countries not elsewhere classified,7664.0,"G_S, Receipts"
2011,Other European Union countries not elsewhere classified,4628.0,"Goods, Receipts"
2011,Other European Union countries not elsewhere classified,3036.0,"Services, Receipts"
2011,Other countries not elsewhere classified,28973.0,"G_S, Receipts"
2011,Other countries not elsewhere classified,18159.0,"Goods, Receipts"
2011,Other countries not elsewhere classified,10814.0,"Services, Receipts"
2011,Russian Federation,1908.0,"G_S, Receipts"
2011,Russian Federation,1672.0,"Goods, Receipts"
2011,Russian Federation,236.0,"Services, Receipts"
2011,Saudi Arabia,1575.0,"G_S, Receipts"
2011,Saudi Arabia,1239.0,"Goods, Receipts"
2011,Saudi Arabia,336.0,"Services, Receipts"
2011,Singapore,1531.0,"G_S, Receipts"
2011,Singapore,879.0,"Goods, Receipts"
2011,Singapore,652.0,"Services, Receipts"
2011,South Korea,6550.0,"G_S, Receipts"
2011,South Korea,5458.0,"Goods, Receipts"
2011,South Korea,1092.0,"Services, Receipts"
2011,Spain,1374.0,"G_S, Receipts"
2011,Spain,1054.0,"Goods, Receipts"
2011,Spain,320.0,"Services, Receipts"
2011,Switzerland,2807.0,"G_S, Receipts"
2011,Switzerland,1029.0,"Goods, Receipts"
2011,Switzerland,1778.0,"Services, Receipts"
2011,Taiwan,2287.0,"G_S, Receipts"
2011,Taiwan,1915.0,"Goods, Receipts"
2011,Taiwan,372.0,"Services, Receipts"
2011,Total of all countries,544255.0,"G_S, Receipts"
2011,Total of all countries,457586.0,"Goods, Receipts"
2011,Total of all countries,86669.0,"Services, Receipts"
2011,Turkey,1468.0,"G_S, Receipts"
2011,Turkey,1351.0,"Goods, Receipts"
2011,Turkey,117.0,"Services, Receipts"
2011,United Kingdom,24456.0,"G_S, Receipts"
2011,United Kingdom,19380.0,"Goods, Receipts"
2011,United Kingdom,5076.0,"Services, Receipts"
2011,United States,376822.0,"G_S, Receipts"
2011,United States,329997.0,"Goods, Receipts"
2011,United States,46825.0,"Services, Receipts"
2012,Australia,3684.0,"G_S, Receipts"
2012,Australia,2130.0,"Goods, Receipts"
2012,Australia,1554.0,"Services, Receipts"
2012,Belgium,3274.0,"G_S, Receipts"
2012,Belgium,2505.0,"Goods, Receipts"
2012,Belgium,769.0,"Services, Receipts"
2012,Brazil,3459.0,"G_S, Receipts"
