Trade,Year,Principal_trading_partners,VALUE,iso
Balances,2019,Australia,356.0,AUS
Balances,2019,Belgium,342.0,BEL
Balances,2019,Brazil,834.0,BRA
Balances,2019,China,5184.0,CHN
Balances,2019,European Union excluding the United Kingdom,-4018.0,GBR
Balances,2019,France,893.0,FRA
Balances,2019,Germany,29.0,DEU
Balances,2019,Hong Kong,-3410.0,HKG
Balances,2019,India,2644.0,IND
Balances,2019,Indonesia,8.0,IDN
Balances,2019,Italy,-1240.0,ITA
Balances,2019,Japan,-1078.0,JPN
Balances,2019,Mexico,-1471.0,MEX
Balances,2019,Netherlands,-560.0,NLD
Balances,2019,Norway,-347.0,NOR
Balances,2019,Other European Union countries not elsewhere classified,-3064.0,Other European Union countries not elsewhere classified
Balances,2019,Other countries not elsewhere classified,-2270.0,Other countries not elsewhere classified
Balances,2019,Russian Federation,-558.0,RUS
Balances,2019,Saudi Arabia,-209.0,SAU
Balances,2019,Singapore,-1379.0,SGP
Balances,2019,South Korea,896.0,South Korea
Balances,2019,Spain,-419.0,ESP
Balances,2019,Switzerland,364.0,CHE
Balances,2019,Taiwan,-269.0,TWN
Balances,2019,Total of all countries,-17989.0,Total of all countries
Balances,2019,Turkey,15.0,TUR
Balances,2019,United Kingdom,-1552.0,GBR
Balances,2019,United States,-11728.0,USA
Balances,2020,Australia,-157.0,AUS
Balances,2020,Belgium,282.0,BEL
Balances,2020,Brazil,425.0,BRA
Balances,2020,China,3346.0,CHN
Balances,2020,European Union excluding the United Kingdom,-1682.0,GBR
Balances,2020,France,818.0,FRA
Balances,2020,Germany,-11.0,DEU
Balances,2020,Hong Kong,-2484.0,HKG
Balances,2020,India,2584.0,IND
Balances,2020,Indonesia,81.0,IDN
Balances,2020,Italy,-387.0,ITA
Balances,2020,Japan,-984.0,JPN
Balances,2020,Mexico,-670.0,MEX
Balances,2020,Netherlands,-187.0,NLD
Balances,2020,Norway,-204.0,NOR
Balances,2020,Other European Union countries not elsewhere classified,-2045.0,Other European Union countries not elsewhere classified
Balances,2020,Other countries not elsewhere classified,2205.0,Other countries not elsewhere classified
Balances,2020,Russian Federation,-456.0,RUS
Balances,2020,Saudi Arabia,-239.0,SAU
Balances,2020,Singapore,-1044.0,SGP
Balances,2020,South Korea,603.0,South Korea
Balances,2020,Spain,-154.0,ESP
Balances,2020,Switzerland,261.0,CHE
Balances,2020,Taiwan,-334.0,TWN
Balances,2020,Total of all countries,-5535.0,Total of all countries
Balances,2020,Turkey,93.0,TUR
Balances,2020,United Kingdom,-2726.0,GBR
Balances,2020,United States,-4157.0,USA
Balances,2021,Australia,-115.0,AUS
Balances,2021,Belgium,153.0,BEL
Balances,2021,Brazil,267.0,BRA
Balances,2021,China,1668.0,CHN
Balances,2021,European Union excluding the United Kingdom,-2068.0,GBR
Balances,2021,France,582.0,FRA
Balances,2021,Germany,-174.0,DEU
Balances,2021,Hong Kong,-2532.0,HKG
Balances,2021,India,1067.0,IND
Balances,2021,Indonesia,45.0,IDN
Balances,2021,Italy,-243.0,ITA
Balances,2021,Japan,-854.0,JPN
Balances,2021,Mexico,327.0,MEX
Balances,2021,Netherlands,-244.0,NLD
Balances,2021,Norway,-167.0,NOR
Balances,2021,Other European Union countries not elsewhere classified,-2015.0,Other European Union countries not elsewhere classified
Balances,2021,Other countries not elsewhere classified,2075.0,Other countries not elsewhere classified
Balances,2021,Russian Federation,-428.0,RUS
Balances,2021,Saudi Arabia,-280.0,SAU
Balances,2021,Singapore,-1079.0,SGP
Balances,2021,South Korea,317.0,South Korea
Balances,2021,Spain,-126.0,ESP
Balances,2021,Switzerland,224.0,CHE
Balances,2021,Taiwan,-332.0,TWN
Balances,2021,Total of all countries,-1092.0,Total of all countries
Balances,2021,Turkey,62.0,TUR
Balances,2021,United Kingdom,-1758.0,GBR
Balances,2021,United States,2468.0,USA
Payments,1997,Australia,419.0,AUS
Payments,1997,Belgium,142.0,BEL
Payments,1997,Brazil,143.0,BRA
Payments,1997,China,389.0,CHN
Payments,1997,European Union excluding the United Kingdom,4610.0,GBR
Payments,1997,France,1446.0,FRA
Payments,1997,Germany,835.0,DEU
Payments,1997,Hong Kong,863.0,HKG
Payments,1997,India,151.0,IND
Payments,1997,Indonesia,94.0,IDN
Payments,1997,Italy,401.0,ITA
Payments,1997,Japan,1219.0,JPN
Payments,1997,Mexico,647.0,MEX
Payments,1997,Netherlands,495.0,NLD
Payments,1997,Norway,404.0,NOR
Payments,1997,Other European Union countries not elsewhere classified,1147.0,Other European Union countries not elsewhere classified
Payments,1997,Other countries not elsewhere classified,4537.0,Other countries not elsewhere classified
Payments,1997,Russian Federation,192.0,RUS
Payments,1997,Saudi Arabia,103.0,SAU
Payments,1997,Singapore,464.0,SGP
Payments,1997,South Korea,242.0,South Korea
Payments,1997,Spain,141.0,ESP
Payments,1997,Switzerland,434.0,CHE
Payments,1997,Taiwan,146.0,TWN
Payments,1997,Total of all countries,50327.0,Total of all countries
Payments,1997,Turkey,53.0,TUR
Payments,1997,United Kingdom,3646.0,GBR
Payments,1997,United States,31573.0,USA
Payments,1998,Australia,494.0,AUS
Payments,1998,Belgium,179.0,BEL
Payments,1998,Brazil,202.0,BRA
Payments,1998,China,421.0,CHN
Payments,1998,European Union excluding the United Kingdom,5250.0,GBR
Payments,1998,France,1626.0,FRA
Payments,1998,Germany,945.0,DEU
Payments,1998,Hong Kong,786.0,HKG
Payments,1998,India,162.0,IND
Payments,1998,Indonesia,102.0,IDN
Payments,1998,Italy,407.0,ITA
Payments,1998,Japan,1341.0,JPN
Payments,1998,Mexico,717.0,MEX
Payments,1998,Netherlands,559.0,NLD
Payments,1998,Norway,304.0,NOR
Payments,1998,Other European Union countries not elsewhere classified,1360.0,Other European Union countries not elsewhere classified
Payments,1998,Other countries not elsewhere classified,4906.0,Other countries not elsewhere classified
Payments,1998,Russian Federation,225.0,RUS
Payments,1998,Saudi Arabia,111.0,SAU
Payments,1998,Singapore,477.0,SGP
Payments,1998,South Korea,160.0,South Korea
Payments,1998,Spain,176.0,ESP
Payments,1998,Switzerland,424.0,CHE
Payments,1998,Taiwan,183.0,TWN
Payments,1998,Total of all countries,54381.0,Total of all countries
Payments,1998,Turkey,64.0,TUR
Payments,1998,United Kingdom,4107.0,GBR
Payments,1998,United States,33946.0,USA
Payments,1999,Australia,480.0,AUS
Payments,1999,Belgium,167.0,BEL
Payments,1999,Brazil,179.0,BRA
Payments,1999,China,395.0,CHN
Payments,1999,European Union excluding the United Kingdom,5318.0,GBR
Payments,1999,France,1549.0,FRA
Payments,1999,Germany,994.0,DEU
Payments,1999,Hong Kong,855.0,HKG
Payments,1999,India,142.0,IND
Payments,1999,Indonesia,89.0,IDN
Payments,1999,Italy,536.0,ITA
Payments,1999,Japan,1877.0,JPN
Payments,1999,Mexico,722.0,MEX
Payments,1999,Netherlands,522.0,NLD
Payments,1999,Norway,299.0,NOR
Payments,1999,Other European Union countries not elsewhere classified,1382.0,Other European Union countries not elsewhere classified
Payments,1999,Other countries not elsewhere classified,4791.0,Other countries not elsewhere classified
Payments,1999,Russian Federation,198.0,RUS
Payments,1999,Saudi Arabia,148.0,SAU
Payments,1999,Singapore,548.0,SGP
Payments,1999,South Korea,167.0,South Korea
Payments,1999,Spain,169.0,ESP
Payments,1999,Switzerland,508.0,CHE
Payments,1999,Taiwan,236.0,TWN
Payments,1999,Total of all countries,58450.0,Total of all countries
Payments,1999,Turkey,66.0,TUR
Payments,1999,United Kingdom,4138.0,GBR
Payments,1999,United States,37290.0,USA
Payments,2000,Australia,363.0,AUS
Payments,2000,Belgium,232.0,BEL
Payments,2000,Brazil,193.0,BRA
Payments,2000,China,445.0,CHN
Payments,2000,European Union excluding the United Kingdom,5939.0,GBR
Payments,2000,France,1495.0,FRA
Payments,2000,Germany,1136.0,DEU
Payments,2000,Hong Kong,986.0,HKG
Payments,2000,India,159.0,IND
Payments,2000,Indonesia,84.0,IDN
Payments,2000,Italy,687.0,ITA
Payments,2000,Japan,2071.0,JPN
Payments,2000,Mexico,897.0,MEX
Payments,2000,Netherlands,517.0,NLD
Payments,2000,Norway,363.0,NOR
Payments,2000,Other European Union countries not elsewhere classified,1595.0,Other European Union countries not elsewhere classified
Payments,2000,Other countries not elsewhere classified,5137.0,Other countries not elsewhere classified
Payments,2000,Russian Federation,228.0,RUS
Payments,2000,Saudi Arabia,195.0,SAU
Payments,2000,Singapore,501.0,SGP
Payments,2000,South Korea,294.0,South Korea
Payments,2000,Spain,275.0,ESP
Payments,2000,Switzerland,620.0,CHE
Payments,2000,Taiwan,231.0,TWN
Payments,2000,Total of all countries,64041.0,Total of all countries
Payments,2000,Turkey,81.0,TUR
Payments,2000,United Kingdom,4018.0,GBR
Payments,2000,United States,41236.0,USA
Payments,2001,Australia,414.0,AUS
Payments,2001,Belgium,201.0,BEL
Payments,2001,Brazil,211.0,BRA
Payments,2001,China,553.0,CHN
Payments,2001,European Union excluding the United Kingdom,7187.0,GBR
Payments,2001,France,2177.0,FRA
Payments,2001,Germany,1314.0,DEU
Payments,2001,Hong Kong,955.0,HKG
Payments,2001,India,237.0,IND
Payments,2001,Indonesia,115.0,IDN
Payments,2001,Italy,774.0,ITA
Payments,2001,Japan,2089.0,JPN
Payments,2001,Mexico,916.0,MEX
Payments,2001,Netherlands,601.0,NLD
Payments,2001,Norway,470.0,NOR
Payments,2001,Other European Union countries not elsewhere classified,1796.0,Other European Union countries not elsewhere classified
Payments,2001,Other countries not elsewhere classified,5794.0,Other countries not elsewhere classified
Payments,2001,Russian Federation,260.0,RUS
Payments,2001,Saudi Arabia,210.0,SAU
Payments,2001,Singapore,738.0,SGP
Payments,2001,South Korea,229.0,South Korea
Payments,2001,Spain,323.0,ESP
Payments,2001,Switzerland,612.0,CHE
Payments,2001,Taiwan,297.0,TWN
Payments,2001,Total of all countries,65583.0,Total of all countries
Payments,2001,Turkey,83.0,TUR
Payments,2001,United Kingdom,3663.0,GBR
Payments,2001,United States,40551.0,USA
Payments,2002,Australia,570.0,AUS
Payments,2002,Belgium,264.0,BEL
Payments,2002,Brazil,213.0,BRA
Payments,2002,China,818.0,CHN
Payments,2002,European Union excluding the United Kingdom,6988.0,GBR
Payments,2002,France,1685.0,FRA
Payments,2002,Germany,1455.0,DEU
Payments,2002,Hong Kong,1313.0,HKG
Payments,2002,India,236.0,IND
Payments,2002,Indonesia,76.0,IDN
Payments,2002,Italy,633.0,ITA
Payments,2002,Japan,3064.0,JPN
Payments,2002,Mexico,896.0,MEX
Payments,2002,Netherlands,727.0,NLD
Payments,2002,Norway,427.0,NOR
Payments,2002,Other European Union countries not elsewhere classified,1868.0,Other European Union countries not elsewhere classified
Payments,2002,Other countries not elsewhere classified,5830.0,Other countries not elsewhere classified
Payments,2002,Russian Federation,301.0,RUS
Payments,2002,Saudi Arabia,224.0,SAU
Payments,2002,Singapore,627.0,SGP
Payments,2002,South Korea,217.0,South Korea
Payments,2002,Spain,357.0,ESP
Payments,2002,Switzerland,675.0,CHE
Payments,2002,Taiwan,365.0,TWN
Payments,2002,Total of all countries,68896.0,Total of all countries
Payments,2002,Turkey,92.0,TUR
Payments,2002,United Kingdom,3938.0,GBR
Payments,2002,United States,42024.0,USA
Payments,2003,Australia,504.0,AUS
Payments,2003,Belgium,270.0,BEL
Payments,2003,Brazil,167.0,BRA
Payments,2003,China,601.0,CHN
Payments,2003,European Union excluding the United Kingdom,7197.0,GBR
Payments,2003,France,1619.0,FRA
Payments,2003,Germany,1477.0,DEU
Payments,2003,Hong Kong,1279.0,HKG
Payments,2003,India,243.0,IND
Payments,2003,Indonesia,71.0,IDN
Payments,2003,Italy,720.0,ITA
Payments,2003,Japan,2717.0,JPN
Payments,2003,Mexico,1025.0,MEX
Payments,2003,Netherlands,901.0,NLD
Payments,2003,Norway,570.0,NOR
Payments,2003,Other European Union countries not elsewhere classified,1869.0,Other European Union countries not elsewhere classified
Payments,2003,Other countries not elsewhere classified,6402.0,Other countries not elsewhere classified
Payments,2003,Russian Federation,348.0,RUS
Payments,2003,Saudi Arabia,257.0,SAU
Payments,2003,Singapore,922.0,SGP
Payments,2003,South Korea,279.0,South Korea
Payments,2003,Spain,340.0,ESP
Payments,2003,Switzerland,764.0,CHE
Payments,2003,Taiwan,300.0,TWN
Payments,2003,Total of all countries,71038.0,Total of all countries
Payments,2003,Turkey,84.0,TUR
Payments,2003,United Kingdom,4173.0,GBR
Payments,2003,United States,43132.0,USA
Payments,2004,Australia,578.0,AUS
Payments,2004,Belgium,246.0,BEL
Payments,2004,Brazil,147.0,BRA
Payments,2004,China,781.0,CHN
Payments,2004,European Union excluding the United Kingdom,8441.0,GBR
Payments,2004,France,1807.0,FRA
Payments,2004,Germany,1762.0,DEU
Payments,2004,Hong Kong,1580.0,HKG
Payments,2004,India,304.0,IND
Payments,2004,Indonesia,70.0,IDN
Payments,2004,Italy,713.0,ITA
Payments,2004,Japan,2708.0,JPN
Payments,2004,Mexico,1043.0,MEX
Payments,2004,Netherlands,1056.0,NLD
Payments,2004,Norway,417.0,NOR
Payments,2004,Other European Union countries not elsewhere classified,2487.0,Other European Union countries not elsewhere classified
Payments,2004,Other countries not elsewhere classified,7039.0,Other countries not elsewhere classified
Payments,2004,Russian Federation,356.0,RUS
Payments,2004,Saudi Arabia,297.0,SAU
Payments,2004,Singapore,839.0,SGP
Payments,2004,South Korea,345.0,South Korea
Payments,2004,Spain,372.0,ESP
Payments,2004,Switzerland,770.0,CHE
Payments,2004,Taiwan,341.0,TWN
Payments,2004,Total of all countries,75709.0,Total of all countries
Payments,2004,Turkey,106.0,TUR
Payments,2004,United Kingdom,4509.0,GBR
Payments,2004,United States,45042.0,USA
Payments,2005,Australia,590.0,AUS
Payments,2005,Belgium,302.0,BEL
Payments,2005,Brazil,139.0,BRA
Payments,2005,China,910.0,CHN
Payments,2005,European Union excluding the United Kingdom,8657.0,GBR
Payments,2005,France,1927.0,FRA
Payments,2005,Germany,1466.0,DEU
Payments,2005,Hong Kong,1739.0,HKG
Payments,2005,India,293.0,IND
Payments,2005,Indonesia,84.0,IDN
Payments,2005,Italy,958.0,ITA
Payments,2005,Japan,2444.0,JPN
Payments,2005,Mexico,1271.0,MEX
Payments,2005,Netherlands,1174.0,NLD
Payments,2005,Norway,445.0,NOR
Payments,2005,Other European Union countries not elsewhere classified,2495.0,Other European Union countries not elsewhere classified
Payments,2005,Other countries not elsewhere classified,7939.0,Other countries not elsewhere classified
Payments,2005,Russian Federation,492.0,RUS
Payments,2005,Saudi Arabia,217.0,SAU
Payments,2005,Singapore,977.0,SGP
Payments,2005,South Korea,329.0,South Korea
Payments,2005,Spain,335.0,ESP
Payments,2005,Switzerland,1071.0,CHE
Payments,2005,Taiwan,391.0,TWN
Payments,2005,Total of all countries,79893.0,Total of all countries
Payments,2005,Turkey,111.0,TUR
Payments,2005,United Kingdom,4583.0,GBR
Payments,2005,United States,47215.0,USA
Payments,2006,Australia,714.0,AUS
Payments,2006,Belgium,342.0,BEL
Payments,2006,Brazil,124.0,BRA
Payments,2006,China,1188.0,CHN
Payments,2006,European Union excluding the United Kingdom,10135.0,GBR
Payments,2006,France,2237.0,FRA
Payments,2006,Germany,1759.0,DEU
Payments,2006,Hong Kong,2053.0,HKG
Payments,2006,India,343.0,IND
Payments,2006,Indonesia,80.0,IDN
Payments,2006,Italy,816.0,ITA
Payments,2006,Japan,2053.0,JPN
Payments,2006,Mexico,1230.0,MEX
Payments,2006,Netherlands,1355.0,NLD
Payments,2006,Norway,542.0,NOR
Payments,2006,Other European Union countries not elsewhere classified,3233.0,Other European Union countries not elsewhere classified
Payments,2006,Other countries not elsewhere classified,7881.0,Other countries not elsewhere classified
Payments,2006,Russian Federation,447.0,RUS
Payments,2006,Saudi Arabia,194.0,SAU
Payments,2006,Singapore,1107.0,SGP
Payments,2006,South Korea,374.0,South Korea
Payments,2006,Spain,391.0,ESP
Payments,2006,Switzerland,1248.0,CHE
Payments,2006,Taiwan,366.0,TWN
Payments,2006,Total of all countries,83748.0,Total of all countries
Payments,2006,Turkey,147.0,TUR
Payments,2006,United Kingdom,4944.0,GBR
Payments,2006,United States,48576.0,USA
Payments,2007,Australia,665.0,AUS
Payments,2007,Belgium,436.0,BEL
Payments,2007,Brazil,155.0,BRA
Payments,2007,China,1455.0,CHN
Payments,2007,European Union excluding the United Kingdom,10891.0,GBR
Payments,2007,France,2685.0,FRA
Payments,2007,Germany,2363.0,DEU
Payments,2007,Hong Kong,2284.0,HKG
Payments,2007,India,420.0,IND
Payments,2007,Indonesia,85.0,IDN
Payments,2007,Italy,870.0,ITA
Payments,2007,Japan,1922.0,JPN
Payments,2007,Mexico,1461.0,MEX
Payments,2007,Netherlands,1283.0,NLD
Payments,2007,Norway,372.0,NOR
Payments,2007,Other European Union countries not elsewhere classified,2872.0,Other European Union countries not elsewhere classified
Payments,2007,Other countries not elsewhere classified,8948.0,Other countries not elsewhere classified
Payments,2007,Russian Federation,426.0,RUS
Payments,2007,Saudi Arabia,212.0,SAU
Payments,2007,Singapore,1180.0,SGP
Payments,2007,South Korea,418.0,South Korea
Payments,2007,Spain,382.0,ESP
Payments,2007,Switzerland,1193.0,CHE
Payments,2007,Taiwan,499.0,TWN
Payments,2007,Total of all countries,89561.0,Total of all countries
Payments,2007,Turkey,110.0,TUR
Payments,2007,United Kingdom,5469.0,GBR
Payments,2007,United States,51392.0,USA
Payments,2008,Australia,707.0,AUS
Payments,2008,Belgium,651.0,BEL
Payments,2008,Brazil,167.0,BRA
Payments,2008,China,1545.0,CHN
Payments,2008,European Union excluding the United Kingdom,11658.0,GBR
Payments,2008,France,2670.0,FRA
Payments,2008,Germany,1721.0,DEU
Payments,2008,Hong Kong,2718.0,HKG
Payments,2008,India,543.0,IND
Payments,2008,Indonesia,86.0,IDN
Payments,2008,Italy,839.0,ITA
Payments,2008,Japan,1642.0,JPN
Payments,2008,Mexico,1662.0,MEX
Payments,2008,Netherlands,1571.0,NLD
Payments,2008,Norway,551.0,NOR
Payments,2008,Other European Union countries not elsewhere classified,3774.0,Other European Union countries not elsewhere classified
Payments,2008,Other countries not elsewhere classified,9224.0,Other countries not elsewhere classified
Payments,2008,Russian Federation,537.0,RUS
Payments,2008,Saudi Arabia,236.0,SAU
Payments,2008,Singapore,1110.0,SGP
Payments,2008,South Korea,442.0,South Korea
Payments,2008,Spain,433.0,ESP
Payments,2008,Switzerland,1650.0,CHE
Payments,2008,Taiwan,576.0,TWN
Payments,2008,Total of all countries,96728.0,Total of all countries
Payments,2008,Turkey,146.0,TUR
Payments,2008,United Kingdom,5514.0,GBR
Payments,2008,United States,56014.0,USA
Payments,2009,Australia,761.0,AUS
Payments,2009,Belgium,532.0,BEL
Payments,2009,Brazil,193.0,BRA
Payments,2009,China,1582.0,CHN
Payments,2009,European Union excluding the United Kingdom,11539.0,GBR
Payments,2009,France,2400.0,FRA
Payments,2009,Germany,1889.0,DEU
Payments,2009,Hong Kong,2652.0,HKG
Payments,2009,India,522.0,IND
Payments,2009,Indonesia,97.0,IDN
Payments,2009,Italy,824.0,ITA
Payments,2009,Japan,1431.0,JPN
Payments,2009,Mexico,1935.0,MEX
Payments,2009,Netherlands,1439.0,NLD
Payments,2009,Norway,305.0,NOR
Payments,2009,Other European Union countries not elsewhere classified,3972.0,Other European Union countries not elsewhere classified
Payments,2009,Other countries not elsewhere classified,9474.0,Other countries not elsewhere classified
Payments,2009,Russian Federation,434.0,RUS
Payments,2009,Saudi Arabia,250.0,SAU
Payments,2009,Singapore,1289.0,SGP
Payments,2009,South Korea,398.0,South Korea
Payments,2009,Spain,483.0,ESP
Payments,2009,Switzerland,1610.0,CHE
Payments,2009,Taiwan,445.0,TWN
Payments,2009,Total of all countries,96430.0,Total of all countries
Payments,2009,Turkey,117.0,TUR
Payments,2009,United Kingdom,5608.0,GBR
Payments,2009,United States,55784.0,USA
Payments,2010,Australia,722.0,AUS
Payments,2010,Belgium,675.0,BEL
Payments,2010,Brazil,287.0,BRA
Payments,2010,China,1772.0,CHN
Payments,2010,European Union excluding the United Kingdom,11666.0,GBR
Payments,2010,France,2358.0,FRA
Payments,2010,Germany,2144.0,DEU
Payments,2010,Hong Kong,3099.0,HKG
Payments,2010,India,584.0,IND
Payments,2010,Indonesia,89.0,IDN
Payments,2010,Italy,907.0,ITA
Payments,2010,Japan,1588.0,JPN
Payments,2010,Mexico,2208.0,MEX
Payments,2010,Netherlands,1283.0,NLD
Payments,2010,Norway,346.0,NOR
Payments,2010,Other European Union countries not elsewhere classified,3830.0,Other European Union countries not elsewhere classified
Payments,2010,Other countries not elsewhere classified,10675.0,Other countries not elsewhere classified
Payments,2010,Russian Federation,406.0,RUS
Payments,2010,Saudi Arabia,275.0,SAU
Payments,2010,Singapore,1586.0,SGP
Payments,2010,South Korea,381.0,South Korea
Payments,2010,Spain,470.0,ESP
Payments,2010,Switzerland,2102.0,CHE
Payments,2010,Taiwan,544.0,TWN
Payments,2010,Total of all countries,103150.0,Total of all countries
Payments,2010,Turkey,126.0,TUR
Payments,2010,United Kingdom,5601.0,GBR
Payments,2010,United States,59096.0,USA
Payments,2011,Australia,810.0,AUS
Payments,2011,Belgium,804.0,BEL
Payments,2011,Brazil,270.0,BRA
Payments,2011,China,2005.0,CHN
Payments,2011,European Union excluding the United Kingdom,12856.0,GBR
Payments,2011,France,2635.0,FRA
Payments,2011,Germany,2346.0,DEU
Payments,2011,Hong Kong,3231.0,HKG
Payments,2011,India,851.0,IND
Payments,2011,Indonesia,110.0,IDN
Payments,2011,Italy,914.0,ITA
Payments,2011,Japan,1513.0,JPN
Payments,2011,Mexico,2332.0,MEX
Payments,2011,Netherlands,1297.0,NLD
Payments,2011,Norway,332.0,NOR
Payments,2011,Other European Union countries not elsewhere classified,4392.0,Other European Union countries not elsewhere classified
Payments,2011,Other countries not elsewhere classified,10883.0,Other countries not elsewhere classified
Payments,2011,Russian Federation,562.0,RUS
Payments,2011,Saudi Arabia,329.0,SAU
Payments,2011,Singapore,1648.0,SGP
Payments,2011,South Korea,399.0,South Korea
Payments,2011,Spain,468.0,ESP
Payments,2011,Switzerland,1607.0,CHE
Payments,2011,Taiwan,555.0,TWN
Payments,2011,Total of all countries,108117.0,Total of all countries
Payments,2011,Turkey,141.0,TUR
Payments,2011,United Kingdom,5586.0,GBR
Payments,2011,United States,62101.0,USA
Payments,2012,Australia,983.0,AUS
Payments,2012,Belgium,782.0,BEL
Payments,2012,Brazil,278.0,BRA
Payments,2012,China,2089.0,CHN
Payments,2012,European Union excluding the United Kingdom,13110.0,GBR
Payments,2012,France,2753.0,FRA
Payments,2012,Germany,2088.0,DEU
Payments,2012,Hong Kong,3349.0,HKG
Payments,2012,India,821.0,IND
Payments,2012,Indonesia,123.0,IDN
Payments,2012,Italy,923.0,ITA
Payments,2012,Japan,1819.0,JPN
Payments,2012,Mexico,2482.0,MEX
Payments,2012,Netherlands,1653.0,NLD
Payments,2012,Norway,332.0,NOR
Payments,2012,Other European Union countries not elsewhere classified,4395.0,Other European Union countries not elsewhere classified
Payments,2012,Other countries not elsewhere classified,12107.0,Other countries not elsewhere classified
Payments,2012,Russian Federation,600.0,RUS
Payments,2012,Saudi Arabia,345.0,SAU
Payments,2012,Singapore,1695.0,SGP
Payments,2012,South Korea,360.0,South Korea
Payments,2012,Spain,513.0,ESP
Payments,2012,Switzerland,1189.0,CHE
Payments,2012,Taiwan,588.0,TWN
Payments,2012,Total of all countries,113965.0,Total of all countries
Payments,2012,Turkey,136.0,TUR
Payments,2012,United Kingdom,5973.0,GBR
Payments,2012,United States,65588.0,USA
Payments,2013,Australia,987.0,AUS
Payments,2013,Belgium,667.0,BEL
Payments,2013,Brazil,308.0,BRA
Payments,2013,China,2146.0,CHN
Payments,2013,European Union excluding the United Kingdom,13923.0,GBR
Payments,2013,France,2713.0,FRA
Payments,2013,Germany,2502.0,DEU
Payments,2013,Hong Kong,3690.0,HKG
Payments,2013,India,1190.0,IND
Payments,2013,Indonesia,115.0,IDN
Payments,2013,Italy,984.0,ITA
Payments,2013,Japan,1804.0,JPN
Payments,2013,Mexico,2672.0,MEX
Payments,2013,Netherlands,1821.0,NLD
Payments,2013,Norway,332.0,NOR
Payments,2013,Other European Union countries not elsewhere classified,4610.0,Other European Union countries not elsewhere classified
Payments,2013,Other countries not elsewhere classified,12711.0,Other countries not elsewhere classified
Payments,2013,Russian Federation,621.0,RUS
Payments,2013,Saudi Arabia,365.0,SAU
Payments,2013,Singapore,1759.0,SGP
Payments,2013,South Korea,377.0,South Korea
Payments,2013,Spain,628.0,ESP
Payments,2013,Switzerland,1241.0,CHE
Payments,2013,Taiwan,602.0,TWN
Payments,2013,Total of all countries,119042.0,Total of all countries
Payments,2013,Turkey,153.0,TUR
Payments,2013,United Kingdom,5458.0,GBR
Payments,2013,United States,68587.0,USA
Payments,2014,Australia,1125.0,AUS
Payments,2014,Belgium,702.0,BEL
Payments,2014,Brazil,272.0,BRA
Payments,2014,China,2371.0,CHN
Payments,2014,European Union excluding the United Kingdom,16074.0,GBR
Payments,2014,France,3171.0,FRA
Payments,2014,Germany,2755.0,DEU
Payments,2014,Hong Kong,3980.0,HKG
Payments,2014,India,1125.0,IND
Payments,2014,Indonesia,155.0,IDN
Payments,2014,Italy,1095.0,ITA
Payments,2014,Japan,2145.0,JPN
Payments,2014,Mexico,2893.0,MEX
Payments,2014,Netherlands,2363.0,NLD
Payments,2014,Norway,541.0,NOR
Payments,2014,Other European Union countries not elsewhere classified,5313.0,Other European Union countries not elsewhere classified
Payments,2014,Other countries not elsewhere classified,13550.0,Other countries not elsewhere classified
Payments,2014,Russian Federation,658.0,RUS
Payments,2014,Saudi Arabia,425.0,SAU
Payments,2014,Singapore,1729.0,SGP
Payments,2014,South Korea,597.0,South Korea
Payments,2014,Spain,676.0,ESP
Payments,2014,Switzerland,1298.0,CHE
Payments,2014,Taiwan,630.0,TWN
Payments,2014,Total of all countries,126125.0,Total of all countries
Payments,2014,Turkey,172.0,TUR
Payments,2014,United Kingdom,5995.0,GBR
Payments,2014,United States,70390.0,USA
Payments,2015,Australia,1075.0,AUS
Payments,2015,Belgium,653.0,BEL
Payments,2015,Brazil,322.0,BRA
Payments,2015,China,2558.0,CHN
Payments,2015,European Union excluding the United Kingdom,16477.0,GBR
Payments,2015,France,3237.0,FRA
Payments,2015,Germany,2690.0,DEU
Payments,2015,Hong Kong,4244.0,HKG
Payments,2015,India,1284.0,IND
Payments,2015,Indonesia,167.0,IDN
Payments,2015,Italy,1197.0,ITA
Payments,2015,Japan,2251.0,JPN
Payments,2015,Mexico,3432.0,MEX
Payments,2015,Netherlands,1944.0,NLD
Payments,2015,Norway,574.0,NOR
Payments,2015,Other European Union countries not elsewhere classified,6123.0,Other European Union countries not elsewhere classified
Payments,2015,Other countries not elsewhere classified,14873.0,Other countries not elsewhere classified
Payments,2015,Russian Federation,701.0,RUS
Payments,2015,Saudi Arabia,478.0,SAU
Payments,2015,Singapore,1901.0,SGP
Payments,2015,South Korea,536.0,South Korea
Payments,2015,Spain,633.0,ESP
Payments,2015,Switzerland,1380.0,CHE
Payments,2015,Taiwan,704.0,TWN
Payments,2015,Total of all countries,133956.0,Total of all countries
Payments,2015,Turkey,190.0,TUR
Payments,2015,United Kingdom,7317.0,GBR
Payments,2015,United States,73494.0,USA
Payments,2016,Australia,1161.0,AUS
Payments,2016,Belgium,694.0,BEL
Payments,2016,Brazil,328.0,BRA
Payments,2016,China,2628.0,CHN
Payments,2016,European Union excluding the United Kingdom,17288.0,GBR
Payments,2016,France,3447.0,FRA
Payments,2016,Germany,2828.0,DEU
Payments,2016,Hong Kong,4338.0,HKG
Payments,2016,India,1512.0,IND
Payments,2016,Indonesia,148.0,IDN
