Year,Principal_trading_partners,iso,Series,Value
2015,Belgium,BEL,"Goods, Balances",-38.0
2015,Belgium,BEL,"Services, Balances",282.0
2015,Brazil,BRA,"G_S, Balances",-480.0
2015,Brazil,BRA,"Goods, Balances",-917.0
2015,Brazil,BRA,"Services, Balances",437.0
2015,China,CHN,"G_S, Balances",-14759.0
2015,China,CHN,"Goods, Balances",-17545.0
2015,China,CHN,"Services, Balances",2786.0
2015,European Union excluding the United Kingdom,GBR,"G_S, Balances",-26847.0
2015,European Union excluding the United Kingdom,GBR,"Goods, Balances",-21773.0
2015,European Union excluding the United Kingdom,GBR,"Services, Balances",-5074.0
2015,France,FRA,"G_S, Balances",-1518.0
2015,France,FRA,"Goods, Balances",-1316.0
2015,France,FRA,"Services, Balances",-202.0
2015,Germany,DEU,"G_S, Balances",-11704.0
2015,Germany,DEU,"Goods, Balances",-11089.0
2015,Germany,DEU,"Services, Balances",-615.0
2015,Hong Kong,HKG,"G_S, Balances",-3250.0
2015,Hong Kong,HKG,"Goods, Balances",-396.0
2015,Hong Kong,HKG,"Services, Balances",-2854.0
2015,India,IND,"G_S, Balances",1567.0
2015,India,IND,"Goods, Balances",1544.0
2015,India,IND,"Services, Balances",23.0
2015,Indonesia,IDN,"G_S, Balances",713.0
2015,Indonesia,IDN,"Goods, Balances",691.0
2015,Indonesia,IDN,"Services, Balances",22.0
2015,Iraq,IRQ,"G_S, Balances",186.0
2015,Iraq,IRQ,"Goods, Balances",186.0
2015,Iraq,IRQ,"Services, Balances",0.0
2015,Italy,ITA,"G_S, Balances",-3797.0
2015,Italy,ITA,"Goods, Balances",-3062.0
2015,Italy,ITA,"Services, Balances",-735.0
2015,Japan,JPN,"G_S, Balances",-1011.0
2015,Japan,JPN,"Goods, Balances",-668.0
2015,Japan,JPN,"Services, Balances",-343.0
2015,Mexico,MEX,"G_S, Balances",-12799.0
2015,Mexico,MEX,"Goods, Balances",-10544.0
2015,Mexico,MEX,"Services, Balances",-2255.0
2015,Netherlands,NLD,"G_S, Balances",-1435.0
2015,Netherlands,NLD,"Goods, Balances",-659.0
2015,Netherlands,NLD,"Services, Balances",-776.0
2015,Norway,NOR,"G_S, Balances",-28.0
2015,Norway,NOR,"Goods, Balances",243.0
2015,Norway,NOR,"Services, Balances",-271.0
2015,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-7269.0
2015,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Balances",-4513.0
2015,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Balances",-2756.0
2015,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Balances",-8726.0
2015,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Balances",-5641.0
2015,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Balances",-3085.0
2015,Peru,PER,"G_S, Balances",-2288.0
2015,Peru,PER,"Goods, Balances",-2288.0
2015,Peru,PER,"Services, Balances",0.0
2015,Russian Federation,RUS,"G_S, Balances",-427.0
2015,Russian Federation,RUS,"Goods, Balances",-15.0
2015,Russian Federation,RUS,"Services, Balances",-412.0
2015,Saudi Arabia,SAU,"G_S, Balances",-651.0
2015,Saudi Arabia,SAU,"Goods, Balances",-780.0
2015,Saudi Arabia,SAU,"Services, Balances",129.0
2015,Singapore,SGP,"G_S, Balances",-579.0
2015,Singapore,SGP,"Goods, Balances",647.0
2015,Singapore,SGP,"Services, Balances",-1226.0
2015,South Korea,South Korea,"G_S, Balances",-1784.0
2015,South Korea,South Korea,"Goods, Balances",-2319.0
2015,South Korea,South Korea,"Services, Balances",535.0
2015,Spain,ESP,"G_S, Balances",-1367.0
2015,Spain,ESP,"Goods, Balances",-1098.0
2015,Spain,ESP,"Services, Balances",-269.0
2015,Switzerland,CHE,"G_S, Balances",-3223.0
2015,Switzerland,CHE,"Goods, Balances",-4065.0
2015,Switzerland,CHE,"Services, Balances",842.0
2015,Taiwan,TWN,"G_S, Balances",-2117.0
2015,Taiwan,TWN,"Goods, Balances",-1894.0
2015,Taiwan,TWN,"Services, Balances",-223.0
2015,Total of all countries,Total of all countries,"G_S, Balances",-49065.0
2015,Total of all countries,Total of all countries,"Goods, Balances",-23751.0
2015,Total of all countries,Total of all countries,"Services, Balances",-25314.0
2015,Turkey,TUR,"G_S, Balances",149.0
2015,Turkey,TUR,"Goods, Balances",178.0
2015,Turkey,TUR,"Services, Balances",-29.0
2015,United Kingdom,GBR,"G_S, Balances",6750.0
2015,United Kingdom,GBR,"Goods, Balances",7873.0
2015,United Kingdom,GBR,"Services, Balances",-1123.0
2015,United States,USA,"G_S, Balances",19879.0
2015,United States,USA,"Goods, Balances",33740.0
2015,United States,USA,"Services, Balances",-13861.0
2016,Algeria,DZA,"G_S, Balances",-1261.0
2016,Algeria,DZA,"Goods, Balances",-1261.0
2016,Algeria,DZA,"Services, Balances",0.0
2016,Australia,AUS,"G_S, Balances",693.0
2016,Australia,AUS,"Goods, Balances",80.0
2016,Australia,AUS,"Services, Balances",613.0
2016,Belgium,BEL,"G_S, Balances",788.0
2016,Belgium,BEL,"Goods, Balances",173.0
2016,Belgium,BEL,"Services, Balances",615.0
2016,Brazil,BRA,"G_S, Balances",-767.0
2016,Brazil,BRA,"Goods, Balances",-1148.0
2016,Brazil,BRA,"Services, Balances",381.0
2016,China,CHN,"G_S, Balances",-11627.0
2016,China,CHN,"Goods, Balances",-15314.0
2016,China,CHN,"Services, Balances",3687.0
2016,European Union excluding the United Kingdom,GBR,"G_S, Balances",-24895.0
2016,European Union excluding the United Kingdom,GBR,"Goods, Balances",-20712.0
2016,European Union excluding the United Kingdom,GBR,"Services, Balances",-4183.0
2016,France,FRA,"G_S, Balances",-901.0
2016,France,FRA,"Goods, Balances",-928.0
2016,France,FRA,"Services, Balances",27.0
2016,Germany,DEU,"G_S, Balances",-10629.0
2016,Germany,DEU,"Goods, Balances",-10152.0
2016,Germany,DEU,"Services, Balances",-477.0
2016,Hong Kong,HKG,"G_S, Balances",-4371.0
2016,Hong Kong,HKG,"Goods, Balances",-1738.0
2016,Hong Kong,HKG,"Services, Balances",-2633.0
2016,India,IND,"G_S, Balances",1259.0
2016,India,IND,"Goods, Balances",1102.0
2016,India,IND,"Services, Balances",157.0
2016,Indonesia,IDN,"G_S, Balances",381.0
2016,Indonesia,IDN,"Goods, Balances",355.0
2016,Indonesia,IDN,"Services, Balances",26.0
2016,Iraq,IRQ,"G_S, Balances",132.0
2016,Iraq,IRQ,"Goods, Balances",132.0
2016,Iraq,IRQ,"Services, Balances",0.0
2016,Italy,ITA,"G_S, Balances",-3896.0
2016,Italy,ITA,"Goods, Balances",-3143.0
2016,Italy,ITA,"Services, Balances",-753.0
2016,Japan,JPN,"G_S, Balances",-1474.0
2016,Japan,JPN,"Goods, Balances",-749.0
2016,Japan,JPN,"Services, Balances",-725.0
2016,Mexico,MEX,"G_S, Balances",-12237.0
2016,Mexico,MEX,"Goods, Balances",-10019.0
2016,Mexico,MEX,"Services, Balances",-2218.0
2016,Netherlands,NLD,"G_S, Balances",-2421.0
2016,Netherlands,NLD,"Goods, Balances",-1882.0
2016,Netherlands,NLD,"Services, Balances",-539.0
2016,Norway,NOR,"G_S, Balances",-89.0
2016,Norway,NOR,"Goods, Balances",100.0
2016,Norway,NOR,"Services, Balances",-189.0
2016,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-7318.0
2016,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Balances",-4544.0
2016,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Balances",-2774.0
2016,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Balances",-12281.0
2016,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Balances",-8238.0
2016,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Balances",-4043.0
2016,Peru,PER,"G_S, Balances",-1537.0
2016,Peru,PER,"Goods, Balances",-1537.0
2016,Peru,PER,"Services, Balances",0.0
2016,Russian Federation,RUS,"G_S, Balances",-280.0
2016,Russian Federation,RUS,"Goods, Balances",151.0
2016,Russian Federation,RUS,"Services, Balances",-431.0
2016,Saudi Arabia,SAU,"G_S, Balances",-257.0
2016,Saudi Arabia,SAU,"Goods, Balances",-368.0
2016,Saudi Arabia,SAU,"Services, Balances",111.0
2016,Singapore,SGP,"G_S, Balances",-827.0
2016,Singapore,SGP,"Goods, Balances",364.0
2016,Singapore,SGP,"Services, Balances",-1191.0
2016,South Korea,South Korea,"G_S, Balances",-3573.0
2016,South Korea,South Korea,"Goods, Balances",-4323.0
2016,South Korea,South Korea,"Services, Balances",750.0
2016,Spain,ESP,"G_S, Balances",-519.0
2016,Spain,ESP,"Goods, Balances",-238.0
2016,Spain,ESP,"Services, Balances",-281.0
2016,Switzerland,CHE,"G_S, Balances",-3839.0
2016,Switzerland,CHE,"Goods, Balances",-4032.0
2016,Switzerland,CHE,"Services, Balances",193.0
2016,Taiwan,TWN,"G_S, Balances",-1511.0
2016,Taiwan,TWN,"Goods, Balances",-1365.0
2016,Taiwan,TWN,"Services, Balances",-146.0
2016,Total of all countries,Total of all countries,"G_S, Balances",-47776.0
2016,Total of all countries,Total of all countries,"Goods, Balances",-25048.0
2016,Total of all countries,Total of all countries,"Services, Balances",-22728.0
2016,Turkey,TUR,"G_S, Balances",145.0
2016,Turkey,TUR,"Goods, Balances",173.0
2016,Turkey,TUR,"Services, Balances",-28.0
2016,United Kingdom,GBR,"G_S, Balances",9401.0
2016,United Kingdom,GBR,"Goods, Balances",10233.0
2016,United Kingdom,GBR,"Services, Balances",-832.0
2016,United States,USA,"G_S, Balances",21038.0
2016,United States,USA,"Goods, Balances",33068.0
2016,United States,USA,"Services, Balances",-12030.0
2017,Algeria,DZA,"G_S, Balances",-219.0
2017,Algeria,DZA,"Goods, Balances",-219.0
2017,Algeria,DZA,"Services, Balances",0.0
2017,Australia,AUS,"G_S, Balances",1042.0
2017,Australia,AUS,"Goods, Balances",305.0
2017,Australia,AUS,"Services, Balances",737.0
2017,Belgium,BEL,"G_S, Balances",-247.0
2017,Belgium,BEL,"Goods, Balances",-430.0
2017,Belgium,BEL,"Services, Balances",183.0
2017,Brazil,BRA,"G_S, Balances",-1588.0
2017,Brazil,BRA,"Goods, Balances",-2153.0
2017,Brazil,BRA,"Services, Balances",565.0
2017,China,CHN,"G_S, Balances",-13503.0
2017,China,CHN,"Goods, Balances",-17741.0
2017,China,CHN,"Services, Balances",4238.0
2017,European Union excluding the United Kingdom,GBR,"G_S, Balances",-29010.0
2017,European Union excluding the United Kingdom,GBR,"Goods, Balances",-23702.0
2017,European Union excluding the United Kingdom,GBR,"Services, Balances",-5308.0
2017,France,FRA,"G_S, Balances",-1215.0
2017,France,FRA,"Goods, Balances",-1010.0
2017,France,FRA,"Services, Balances",-205.0
2017,Germany,DEU,"G_S, Balances",-11467.0
2017,Germany,DEU,"Goods, Balances",-10832.0
2017,Germany,DEU,"Services, Balances",-635.0
2017,Hong Kong,HKG,"G_S, Balances",-4947.0
2017,Hong Kong,HKG,"Goods, Balances",-1812.0
2017,Hong Kong,HKG,"Services, Balances",-3135.0
2017,India,IND,"G_S, Balances",2017.0
2017,India,IND,"Goods, Balances",1425.0
2017,India,IND,"Services, Balances",592.0
2017,Indonesia,IDN,"G_S, Balances",667.0
2017,Indonesia,IDN,"Goods, Balances",627.0
2017,Indonesia,IDN,"Services, Balances",40.0
2017,Iraq,IRQ,"G_S, Balances",4.0
2017,Iraq,IRQ,"Goods, Balances",4.0
2017,Iraq,IRQ,"Services, Balances",0.0
2017,Italy,ITA,"G_S, Balances",-4541.0
2017,Italy,ITA,"Goods, Balances",-3722.0
2017,Italy,ITA,"Services, Balances",-819.0
2017,Japan,JPN,"G_S, Balances",-1876.0
2017,Japan,JPN,"Goods, Balances",-1331.0
2017,Japan,JPN,"Services, Balances",-545.0
2017,Mexico,MEX,"G_S, Balances",-13988.0
2017,Mexico,MEX,"Goods, Balances",-12054.0
2017,Mexico,MEX,"Services, Balances",-1934.0
2017,Netherlands,NLD,"G_S, Balances",-2773.0
2017,Netherlands,NLD,"Goods, Balances",-2202.0
2017,Netherlands,NLD,"Services, Balances",-571.0
2017,Norway,NOR,"G_S, Balances",-230.0
2017,Norway,NOR,"Goods, Balances",93.0
2017,Norway,NOR,"Services, Balances",-323.0
2017,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-7888.0
2017,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Balances",-4926.0
2017,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Balances",-2962.0
2017,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Balances",-12535.0
2017,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Balances",-9422.0
2017,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Balances",-3113.0
2017,Peru,PER,"G_S, Balances",-824.0
2017,Peru,PER,"Goods, Balances",-824.0
2017,Peru,PER,"Services, Balances",0.0
2017,Russian Federation,RUS,"G_S, Balances",-415.0
2017,Russian Federation,RUS,"Goods, Balances",88.0
2017,Russian Federation,RUS,"Services, Balances",-503.0
2017,Saudi Arabia,SAU,"G_S, Balances",-1033.0
2017,Saudi Arabia,SAU,"Goods, Balances",-1124.0
2017,Saudi Arabia,SAU,"Services, Balances",91.0
2017,Singapore,SGP,"G_S, Balances",-1031.0
2017,Singapore,SGP,"Goods, Balances",297.0
2017,Singapore,SGP,"Services, Balances",-1328.0
2017,South Korea,South Korea,"G_S, Balances",-731.0
2017,South Korea,South Korea,"Goods, Balances",-1666.0
2017,South Korea,South Korea,"Services, Balances",935.0
2017,Spain,ESP,"G_S, Balances",-879.0
2017,Spain,ESP,"Goods, Balances",-580.0
2017,Spain,ESP,"Services, Balances",-299.0
2017,Switzerland,CHE,"G_S, Balances",-3679.0
2017,Switzerland,CHE,"Goods, Balances",-3717.0
2017,Switzerland,CHE,"Services, Balances",38.0
2017,Taiwan,TWN,"G_S, Balances",-1650.0
2017,Taiwan,TWN,"Goods, Balances",-1523.0
2017,Taiwan,TWN,"Services, Balances",-127.0
2017,Total of all countries,Total of all countries,"G_S, Balances",-46928.0
2017,Total of all countries,Total of all countries,"Goods, Balances",-24499.0
2017,Total of all countries,Total of all countries,"Services, Balances",-22429.0
2017,Turkey,TUR,"G_S, Balances",-83.0
2017,Turkey,TUR,"Goods, Balances",-53.0
2017,Turkey,TUR,"Services, Balances",-30.0
2017,United Kingdom,GBR,"G_S, Balances",8842.0
2017,United Kingdom,GBR,"Goods, Balances",10664.0
2017,United Kingdom,GBR,"Services, Balances",-1822.0
2017,United States,USA,"G_S, Balances",27838.0
2017,United States,USA,"Goods, Balances",39336.0
2017,United States,USA,"Services, Balances",-11498.0
2018,Algeria,DZA,"G_S, Balances",266.0
2018,Algeria,DZA,"Goods, Balances",266.0
2018,Algeria,DZA,"Services, Balances",0.0
2018,Australia,AUS,"G_S, Balances",880.0
2018,Australia,AUS,"Goods, Balances",312.0
2018,Australia,AUS,"Services, Balances",568.0
2018,Belgium,BEL,"G_S, Balances",-1134.0
2018,Belgium,BEL,"Goods, Balances",-1500.0
2018,Belgium,BEL,"Services, Balances",366.0
2018,Brazil,BRA,"G_S, Balances",-1820.0
2018,Brazil,BRA,"Goods, Balances",-2461.0
2018,Brazil,BRA,"Services, Balances",641.0
2018,China,CHN,"G_S, Balances",-12952.0
2018,China,CHN,"Goods, Balances",-17491.0
2018,China,CHN,"Services, Balances",4539.0
2018,European Union excluding the United Kingdom,GBR,"G_S, Balances",-30863.0
2018,European Union excluding the United Kingdom,GBR,"Goods, Balances",-26252.0
2018,European Union excluding the United Kingdom,GBR,"Services, Balances",-4611.0
2018,France,FRA,"G_S, Balances",-990.0
2018,France,FRA,"Goods, Balances",-1588.0
2018,France,FRA,"Services, Balances",598.0
2018,Germany,DEU,"G_S, Balances",-11517.0
2018,Germany,DEU,"Goods, Balances",-11543.0
2018,Germany,DEU,"Services, Balances",26.0
2018,Hong Kong,HKG,"G_S, Balances",-3709.0
2018,Hong Kong,HKG,"Goods, Balances",-214.0
2018,Hong Kong,HKG,"Services, Balances",-3495.0
2018,India,IND,"G_S, Balances",2050.0
2018,India,IND,"Goods, Balances",502.0
2018,India,IND,"Services, Balances",1548.0
2018,Indonesia,IDN,"G_S, Balances",1026.0
2018,Indonesia,IDN,"Goods, Balances",1037.0
2018,Indonesia,IDN,"Services, Balances",-11.0
2018,Iraq,IRQ,"G_S, Balances",205.0
2018,Iraq,IRQ,"Goods, Balances",205.0
2018,Iraq,IRQ,"Services, Balances",0.0
2018,Italy,ITA,"G_S, Balances",-4351.0
2018,Italy,ITA,"Goods, Balances",-3501.0
2018,Italy,ITA,"Services, Balances",-850.0
2018,Japan,JPN,"G_S, Balances",-542.0
2018,Japan,JPN,"Goods, Balances",462.0
2018,Japan,JPN,"Services, Balances",-1004.0
2018,Mexico,MEX,"G_S, Balances",-13224.0
2018,Mexico,MEX,"Goods, Balances",-11571.0
2018,Mexico,MEX,"Services, Balances",-1653.0
2018,Netherlands,NLD,"G_S, Balances",-1726.0
2018,Netherlands,NLD,"Goods, Balances",-1098.0
2018,Netherlands,NLD,"Services, Balances",-628.0
2018,Norway,NOR,"G_S, Balances",972.0
2018,Norway,NOR,"Goods, Balances",1307.0
2018,Norway,NOR,"Services, Balances",-335.0
2018,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-10206.0
2018,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Balances",-6495.0
2018,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Balances",-3711.0
2018,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Balances",-11177.0
2018,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Balances",-7431.0
2018,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Balances",-3746.0
2018,Peru,PER,"G_S, Balances",-297.0
2018,Peru,PER,"Goods, Balances",-297.0
2018,Peru,PER,"Services, Balances",0.0
2018,Russian Federation,RUS,"G_S, Balances",-552.0
2018,Russian Federation,RUS,"Goods, Balances",-114.0
2018,Russian Federation,RUS,"Services, Balances",-438.0
2018,Saudi Arabia,SAU,"G_S, Balances",-2137.0
2018,Saudi Arabia,SAU,"Goods, Balances",-1865.0
2018,Saudi Arabia,SAU,"Services, Balances",-272.0
2018,Singapore,SGP,"G_S, Balances",-1463.0
2018,Singapore,SGP,"Goods, Balances",-132.0
2018,Singapore,SGP,"Services, Balances",-1331.0
2018,South Korea,South Korea,"G_S, Balances",-1506.0
2018,South Korea,South Korea,"Goods, Balances",-2217.0
2018,South Korea,South Korea,"Services, Balances",711.0
2018,Spain,ESP,"G_S, Balances",-940.0
2018,Spain,ESP,"Goods, Balances",-528.0
2018,Spain,ESP,"Services, Balances",-412.0
2018,Switzerland,CHE,"G_S, Balances",-5168.0
2018,Switzerland,CHE,"Goods, Balances",-5355.0
2018,Switzerland,CHE,"Services, Balances",187.0
2018,Taiwan,TWN,"G_S, Balances",-1864.0
2018,Taiwan,TWN,"Goods, Balances",-1649.0
2018,Taiwan,TWN,"Services, Balances",-215.0
2018,Total of all countries,Total of all countries,"G_S, Balances",-43575.0
2018,Total of all countries,Total of all countries,"Goods, Balances",-21806.0
2018,Total of all countries,Total of all countries,"Services, Balances",-21769.0
2018,Turkey,TUR,"G_S, Balances",-515.0
2018,Turkey,TUR,"Goods, Balances",-444.0
2018,Turkey,TUR,"Services, Balances",-71.0
2018,United Kingdom,GBR,"G_S, Balances",7878.0
2018,United Kingdom,GBR,"Goods, Balances",8858.0
2018,United Kingdom,GBR,"Services, Balances",-980.0
2018,United States,USA,"G_S, Balances",30937.0
2018,United States,USA,"Goods, Balances",42736.0
2018,United States,USA,"Services, Balances",-11799.0
2019,Algeria,DZA,"G_S, Balances",628.0
2019,Algeria,DZA,"Goods, Balances",628.0
2019,Algeria,DZA,"Services, Balances",0.0
2019,Australia,AUS,"G_S, Balances",674.0
2019,Australia,AUS,"Goods, Balances",318.0
2019,Australia,AUS,"Services, Balances",356.0
2019,Belgium,BEL,"G_S, Balances",-2736.0
2019,Belgium,BEL,"Goods, Balances",-3078.0
2019,Belgium,BEL,"Services, Balances",342.0
2019,Brazil,BRA,"G_S, Balances",-1708.0
2019,Brazil,BRA,"Goods, Balances",-2542.0
2019,Brazil,BRA,"Services, Balances",834.0
2019,China,CHN,"G_S, Balances",-17539.0
2019,China,CHN,"Goods, Balances",-22723.0
2019,China,CHN,"Services, Balances",5184.0
2019,European Union excluding the United Kingdom,GBR,"G_S, Balances",-33088.0
2019,European Union excluding the United Kingdom,GBR,"Goods, Balances",-29070.0
2019,European Union excluding the United Kingdom,GBR,"Services, Balances",-4018.0
2019,France,FRA,"G_S, Balances",-754.0
2019,France,FRA,"Goods, Balances",-1647.0
2019,France,FRA,"Services, Balances",893.0
2019,Germany,DEU,"G_S, Balances",-9796.0
2019,Germany,DEU,"Goods, Balances",-9825.0
2019,Germany,DEU,"Services, Balances",29.0
2019,Hong Kong,HKG,"G_S, Balances",-3496.0
2019,Hong Kong,HKG,"Goods, Balances",-86.0
2019,Hong Kong,HKG,"Services, Balances",-3410.0
2019,India,IND,"G_S, Balances",3468.0
2019,India,IND,"Goods, Balances",824.0
2019,India,IND,"Services, Balances",2644.0
2019,Indonesia,IDN,"G_S, Balances",770.0
2019,Indonesia,IDN,"Goods, Balances",762.0
2019,Indonesia,IDN,"Services, Balances",8.0
2019,Iraq,IRQ,"G_S, Balances",149.0
2019,Iraq,IRQ,"Goods, Balances",149.0
2019,Iraq,IRQ,"Services, Balances",0.0
2019,Italy,ITA,"G_S, Balances",-4891.0
2019,Italy,ITA,"Goods, Balances",-3651.0
2019,Italy,ITA,"Services, Balances",-1240.0
2019,Japan,JPN,"G_S, Balances",-688.0
2019,Japan,JPN,"Goods, Balances",390.0
2019,Japan,JPN,"Services, Balances",-1078.0
2019,Mexico,MEX,"G_S, Balances",-13974.0
2019,Mexico,MEX,"Goods, Balances",-12503.0
2019,Mexico,MEX,"Services, Balances",-1471.0
2019,Netherlands,NLD,"G_S, Balances",-1873.0
2019,Netherlands,NLD,"Goods, Balances",-1313.0
2019,Netherlands,NLD,"Services, Balances",-560.0
2019,Norway,NOR,"G_S, Balances",304.0
2019,Norway,NOR,"Goods, Balances",651.0
2019,Norway,NOR,"Services, Balances",-347.0
2019,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-10862.0
2019,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Balances",-7798.0
2019,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Balances",-3064.0
2019,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Balances",-10039.0
2019,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Balances",-7769.0
2019,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Balances",-2270.0
2019,Peru,PER,"G_S, Balances",-2534.0
2019,Peru,PER,"Goods, Balances",-2534.0
2019,Peru,PER,"Services, Balances",0.0
2019,Russian Federation,RUS,"G_S, Balances",-962.0
2019,Russian Federation,RUS,"Goods, Balances",-404.0
2019,Russian Federation,RUS,"Services, Balances",-558.0
2019,Saudi Arabia,SAU,"G_S, Balances",-507.0
2019,Saudi Arabia,SAU,"Goods, Balances",-298.0
2019,Saudi Arabia,SAU,"Services, Balances",-209.0
2019,Singapore,SGP,"G_S, Balances",-1360.0
2019,Singapore,SGP,"Goods, Balances",19.0
2019,Singapore,SGP,"Services, Balances",-1379.0
2019,South Korea,South Korea,"G_S, Balances",-1779.0
2019,South Korea,South Korea,"Goods, Balances",-2675.0
2019,South Korea,South Korea,"Services, Balances",896.0
2019,Spain,ESP,"G_S, Balances",-2177.0
2019,Spain,ESP,"Goods, Balances",-1758.0
2019,Spain,ESP,"Services, Balances",-419.0
2019,Switzerland,CHE,"G_S, Balances",-5384.0
2019,Switzerland,CHE,"Goods, Balances",-5748.0
2019,Switzerland,CHE,"Services, Balances",364.0
2019,Taiwan,TWN,"G_S, Balances",-1908.0
2019,Taiwan,TWN,"Goods, Balances",-1639.0
2019,Taiwan,TWN,"Services, Balances",-269.0
2019,Total of all countries,Total of all countries,"G_S, Balances",-36398.0
2019,Total of all countries,Total of all countries,"Goods, Balances",-18409.0
2019,Total of all countries,Total of all countries,"Services, Balances",-17989.0
2019,Turkey,TUR,"G_S, Balances",339.0
2019,Turkey,TUR,"Goods, Balances",324.0
2019,Turkey,TUR,"Services, Balances",15.0
2019,United Kingdom,GBR,"G_S, Balances",10322.0
2019,United Kingdom,GBR,"Goods, Balances",11874.0
2019,United Kingdom,GBR,"Services, Balances",-1552.0
2019,United States,USA,"G_S, Balances",41911.0
2019,United States,USA,"Goods, Balances",53639.0
2019,United States,USA,"Services, Balances",-11728.0
2020,Algeria,DZA,"G_S, Balances",577.0
2020,Algeria,DZA,"Goods, Balances",577.0
2020,Algeria,DZA,"Services, Balances",0.0
2020,Australia,AUS,"G_S, Balances",33.0
2020,Australia,AUS,"Goods, Balances",190.0
2020,Australia,AUS,"Services, Balances",-157.0
2020,Belgium,BEL,"G_S, Balances",-2331.0
2020,Belgium,BEL,"Goods, Balances",-2613.0
2020,Belgium,BEL,"Services, Balances",282.0
2020,Brazil,BRA,"G_S, Balances",-3260.0
2020,Brazil,BRA,"Goods, Balances",-3685.0
2020,Brazil,BRA,"Services, Balances",425.0
2020,China,CHN,"G_S, Balances",-20234.0
2020,China,CHN,"Goods, Balances",-23580.0
2020,China,CHN,"Services, Balances",3346.0
2020,European Union excluding the United Kingdom,GBR,"G_S, Balances",-24292.0
2020,European Union excluding the United Kingdom,GBR,"Goods, Balances",-22610.0
2020,European Union excluding the United Kingdom,GBR,"Services, Balances",-1682.0
2020,France,FRA,"G_S, Balances",-91.0
2020,France,FRA,"Goods, Balances",-909.0
2020,France,FRA,"Services, Balances",818.0
2020,Germany,DEU,"G_S, Balances",-7586.0
2020,Germany,DEU,"Goods, Balances",-7575.0
2020,Germany,DEU,"Services, Balances",-11.0
2020,Hong Kong,HKG,"G_S, Balances",-4712.0
2020,Hong Kong,HKG,"Goods, Balances",-2228.0
2020,Hong Kong,HKG,"Services, Balances",-2484.0
2020,India,IND,"G_S, Balances",2493.0
2020,India,IND,"Goods, Balances",-91.0
2020,India,IND,"Services, Balances",2584.0
2020,Indonesia,IDN,"G_S, Balances",831.0
2020,Indonesia,IDN,"Goods, Balances",750.0
2020,Indonesia,IDN,"Services, Balances",81.0
2020,Iraq,IRQ,"G_S, Balances",90.0
2020,Iraq,IRQ,"Goods, Balances",90.0
2020,Iraq,IRQ,"Services, Balances",0.0
2020,Italy,ITA,"G_S, Balances",-3309.0
2020,Italy,ITA,"Goods, Balances",-2922.0
2020,Italy,ITA,"Services, Balances",-387.0
2020,Japan,JPN,"G_S, Balances",1517.0
2020,Japan,JPN,"Goods, Balances",2501.0
2020,Japan,JPN,"Services, Balances",-984.0
2020,Mexico,MEX,"G_S, Balances",-10945.0
2020,Mexico,MEX,"Goods, Balances",-10275.0
2020,Mexico,MEX,"Services, Balances",-670.0
2020,Netherlands,NLD,"G_S, Balances",581.0
2020,Netherlands,NLD,"Goods, Balances",768.0
2020,Netherlands,NLD,"Services, Balances",-187.0
2020,Norway,NOR,"G_S, Balances",1239.0
2020,Norway,NOR,"Goods, Balances",1443.0
2020,Norway,NOR,"Services, Balances",-204.0
2020,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Balances",-9915.0
